Some weights of SmallCap were not initialized from the model checkpoint at Yova/SmallCap7M and are newly initialized: ['encoder_radar.layer3.12.bn2.running_var', 'encoder_radar.layer3.10.bn1.running_var', 'encoder_radar.layer3.4.bn1.running_mean', 'encoder_radar.layer3.11.bn1.running_var', 'encoder_radar.layer3.17.bn3.num_batches_tracked', 'encoder_radar.layer3.21.bn2.running_var', 'encoder_radar.layer1.1.bn2.running_var', 'encoder_radar.bn1.running_mean', 'encoder_radar.layer3.17.bn1.bias', 'encoder_radar.layer3.4.bn3.running_var', 'encoder_radar.layer3.0.bn3.bias', 'encoder_radar.bn1.weight', 'encoder_radar.layer3.18.bn2.weight', 'encoder_radar.layer3.2.conv3.weight', 'encoder_radar.layer3.10.bn1.weight', 'encoder_radar.layer3.3.conv3.weight', 'encoder_radar.layer3.6.bn2.bias', 'encoder_radar.layer3.21.bn1.bias', 'encoder_radar.layer3.22.bn3.weight', 'encoder_radar.layer4.2.bn2.bias', 'encoder_radar.layer3.12.bn3.running_mean', 'encoder_radar.layer3.5.bn2.weight', 'encoder_radar.layer3.6.bn1.weight', 'encoder_radar.layer3.17.bn1.running_var', 'encoder_radar.layer2.1.bn3.num_batches_tracked', 'encoder_radar.layer3.9.bn3.num_batches_tracked', 'encoder_radar.layer3.9.conv3.weight', 'encoder_radar.layer3.6.bn2.running_mean', 'encoder_radar.layer3.13.bn2.weight', 'encoder_radar.layer3.14.bn1.running_var', 'encoder_radar.layer1.0.downsample.0.weight', 'encoder_radar.layer3.19.bn3.running_mean', 'encoder_radar.layer3.10.bn1.bias', 'encoder_radar.layer3.6.conv2.weight', 'encoder_radar.layer1.2.bn3.running_var', 'encoder_radar.layer2.2.bn2.bias', 'encoder_radar.layer2.0.bn1.num_batches_tracked', 'encoder_radar.layer3.6.conv1.weight', 'encoder_radar.layer3.15.bn1.bias', 'encoder_radar.layer3.0.bn2.num_batches_tracked', 'encoder_radar.layer3.10.bn2.bias', 'encoder_radar.layer2.2.bn3.bias', 'encoder_radar.layer2.1.conv1.weight', 'encoder_radar.layer3.13.bn1.running_mean', 'encoder_radar.layer3.14.conv1.weight', 'encoder_radar.layer3.12.bn2.bias', 'encoder_radar.layer3.18.bn3.running_var', 'encoder_radar.layer2.2.conv2.weight', 'encoder_radar.layer3.14.bn1.bias', 'encoder_radar.layer3.0.downsample.1.num_batches_tracked', 'encoder_radar.layer2.3.bn2.num_batches_tracked', 'encoder_radar.layer2.3.conv3.weight', 'encoder_radar.layer3.12.bn3.num_batches_tracked', 'encoder_radar.layer4.1.bn3.num_batches_tracked', 'encoder_radar.bn1.running_var', 'encoder_radar.layer3.1.bn3.running_mean', 'encoder_radar.layer3.16.bn2.bias', 'encoder_radar.layer3.11.bn3.bias', 'encoder_radar.layer3.8.bn1.running_var', 'encoder_radar.layer3.12.conv1.weight', 'encoder_radar.layer3.11.bn1.weight', 'encoder_radar.layer1.1.conv2.weight', 'encoder_radar.layer4.1.bn1.weight', 'encoder_radar.layer1.2.bn3.weight', 'encoder_radar.layer3.20.conv3.weight', 'encoder_radar.layer3.7.bn2.num_batches_tracked', 'encoder_radar.layer4.0.bn1.bias', 'encoder_radar.layer4.1.bn3.running_mean', 'encoder_radar.layer4.2.bn3.running_var', 'encoder_radar.layer3.12.conv2.weight', 'encoder_radar.layer2.0.bn3.running_var', 'encoder_radar.layer3.1.bn3.weight', 'encoder_radar.layer3.16.bn2.num_batches_tracked', 'encoder_radar.layer3.22.bn2.bias', 'encoder_radar.layer3.3.bn3.bias', 'encoder_radar.layer3.6.bn3.num_batches_tracked', 'encoder_radar.layer3.17.bn3.running_mean', 'encoder_radar.layer3.21.bn2.num_batches_tracked', 'encoder_radar.layer2.2.bn1.bias', 'encoder_radar.layer1.2.conv2.weight', 'encoder_radar.layer3.0.downsample.0.weight', 'encoder_radar.layer3.9.bn2.bias', 'encoder_radar.layer3.13.conv3.weight', 'encoder_radar.layer3.21.conv2.weight', 'encoder_radar.layer3.18.bn3.num_batches_tracked', 'encoder_radar.layer3.0.conv3.weight', 'encoder_radar.layer1.0.bn3.num_batches_tracked', 'encoder_radar.layer1.1.bn2.num_batches_tracked', 'encoder_radar.layer1.0.downsample.1.running_mean', 'encoder_radar.layer3.14.bn3.running_mean', 'encoder_radar.layer3.8.bn1.bias', 'encoder_radar.layer3.16.bn3.num_batches_tracked', 'encoder_radar.layer3.21.conv3.weight', 'encoder_radar.layer3.16.bn3.running_mean', 'encoder_radar.layer4.1.conv3.weight', 'encoder_radar.layer2.2.bn2.num_batches_tracked', '
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
Epoch 1/1000: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:14<00:00,  1.08s/it, loss=0.284]
Epoch 1/1000, Train Loss: 0.2844, Val Loss: 0.1816
Epoch 2/1000: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:12<00:00,  1.03it/s, loss=0.126]
Epoch 2/1000, Train Loss: 0.1261, Val Loss: 0.1139
Epoch 3/1000: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:12<00:00,  1.04it/s, loss=0.0953]
Epoch 3/1000, Train Loss: 0.0953, Val Loss: 0.0884
Epoch 4/1000: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:12<00:00,  1.04it/s, loss=0.0882]
Epoch 4/1000, Train Loss: 0.0882, Val Loss: 0.0858
Epoch 5/1000: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:13<00:00,  1.00s/it, loss=0.0865]
Epoch 5/1000, Train Loss: 0.0865, Val Loss: 0.0859
Epoch 6/1000: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:12<00:00,  1.06it/s, loss=0.0876]
Epoch 6/1000, Train Loss: 0.0876, Val Loss: 0.0860
Epoch 7/1000: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:12<00:00,  1.04it/s, loss=0.0866]
Epoch 7/1000, Train Loss: 0.0866, Val Loss: 0.0855
Epoch 8/1000: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:12<00:00,  1.04it/s, loss=0.0867]
Epoch 8/1000, Train Loss: 0.0867, Val Loss: 0.0860
Epoch 9/1000: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:13<00:00,  1.07s/it, loss=0.0867]
Epoch 9/1000, Train Loss: 0.0867, Val Loss: 0.0853
Epoch 10/1000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:12<00:00,  1.04it/s, loss=0.0858]
Epoch 10/1000, Train Loss: 0.0858, Val Loss: 0.0849
Epoch 11/1000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:12<00:00,  1.04it/s, loss=0.0854]
Epoch 11/1000, Train Loss: 0.0854, Val Loss: 0.0856
Epoch 12/1000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:12<00:00,  1.03it/s, loss=0.0863]
Epoch 12/1000, Train Loss: 0.0863, Val Loss: 0.0852
Epoch 13/1000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:11<00:00,  1.09it/s, loss=0.0856]
Epoch 13/1000, Train Loss: 0.0856, Val Loss: 0.0850
Epoch 14/1000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:12<00:00,  1.03it/s, loss=0.0858]
Epoch 14/1000, Train Loss: 0.0858, Val Loss: 0.0855
Epoch 15/1000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:11<00:00,  1.09it/s, loss=0.0853]
Epoch 15/1000, Train Loss: 0.0853, Val Loss: 0.0849
Epoch 16/1000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:13<00:00,  1.01s/it, loss=0.0854]
Epoch 16/1000, Train Loss: 0.0854, Val Loss: 0.0849
Epoch 17/1000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:11<00:00,  1.14it/s, loss=0.0865]
Epoch 17/1000, Train Loss: 0.0865, Val Loss: 0.0867
Epoch 18/1000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:12<00:00,  1.07it/s, loss=0.0855]
Epoch 18/1000, Train Loss: 0.0855, Val Loss: 0.0853
Epoch 19/1000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:11<00:00,  1.11it/s, loss=0.0856]
Epoch 19/1000, Train Loss: 0.0856, Val Loss: 0.0850
Epoch 20/1000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:11<00:00,  1.11it/s, loss=0.0857]
Epoch 20/1000, Train Loss: 0.0857, Val Loss: 0.0851
Epoch 21/1000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:11<00:00,  1.11it/s, loss=0.0852]
Epoch 21/1000, Train Loss: 0.0852, Val Loss: 0.0849
Epoch 22/1000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 13/13 [00:11<00:00,  1.11it/s, loss=0.0854]
Epoch 22/1000, Train Loss: 0.0854, Val Loss: 0.0846
